request,Candidate:token,Candidate:id,Candidate,Candidate_Entity:token,Candidate_Entity:id,Candidate_Entity,Election_Status:token,Election_Status:id,Election_Status,Status_of_Candidate:token,Status_of_Candidate:id,Status_of_Candidate,Specific_Party:token,Specific_Party:id,Specific_Party,General_Party:token,General_Party:id,General_Party,Election_Jurisdiction:token,Election_Jurisdiction:id,Election_Jurisdiction,Election_Year:token,Election_Year:id,Election_Year,Election_Type:token,Election_Type:id,Election_Type,Office_Sought:token,Office_Sought:id,Office_Sought,Incumbency_Status:token,Incumbency_Status:id,Incumbency_Status,General_Office:token,General_Office:id,General_Office,#_of_Records,Total_$
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=48583&c-r-ot=H,c-t-id,48583,"SWOBODA, LARY",c-t-eid,6449674,"SWOBODA, LARY",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8647,"ASSEMBLY DISTRICT 001",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",174,34173.00
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=102043&c-r-ot=H,c-t-id,102043,"KRUSICK, PEGGY",c-t-eid,4190212,"KRUSICK, PEGGY",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8743,"ASSEMBLY DISTRICT 097",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",27,33553.38
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=11653&c-r-ot=H,c-t-id,11653,"RASMUSSEN, MICHAEL C",c-t-eid,13009551,"RASMUSSEN, MICHAEL C",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8685,"ASSEMBLY DISTRICT 039",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",57,33364.00
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=102104&c-r-ot=H,c-t-id,102104,"LA FAVE, JOHN",c-t-eid,13009504,"LA FAVE, JOHN",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8669,"ASSEMBLY DISTRICT 023",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",67,33111.52
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=102158&c-r-ot=H,c-t-id,102158,"KESTELL, STEVE",c-t-eid,13009512,"KESTELL, STEVE",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8673,"ASSEMBLY DISTRICT 027",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",160,32219.26
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=102139&c-r-ot=H,c-t-id,102139,"PLOUFF, JOE",c-t-eid,13009519,"PLOUFF, JOE",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8675,"ASSEMBLY DISTRICT 029",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",74,32179.83
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=48618&c-r-ot=H,c-t-id,48618,"SOUCIE, LAURENT",c-t-eid,13009578,"SOUCIE, LAURENT",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8693,"ASSEMBLY DISTRICT 047",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",164,31913.00
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=102141&c-r-ot=H,c-t-id,102141,"JESKEWITZ, SUZANNE",c-t-eid,2999039,"JESKEWITZ, SUZANNE",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8670,"ASSEMBLY DISTRICT 024",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",103,31295.02
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=102072&c-r-ot=H,c-t-id,102072,"BOCK, PETER E",c-t-eid,6447446,"BOCK, PETER E",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8653,"ASSEMBLY DISTRICT 007",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",90,31273.12
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=102085&c-r-ot=H,c-t-id,102085,"URBAN, FRANK H",c-t-eid,6651233,"URBAN, FRANK H",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8745,"ASSEMBLY DISTRICT 099",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",94,31196.54
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=48628&c-r-ot=H,c-t-id,48628,"CIHLAR, SANDI",c-t-eid,13009683,"CIHLAR, SANDI",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8732,"ASSEMBLY DISTRICT 086",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",145,30384.00
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=102078&c-r-ot=H,c-t-id,102078,"LEHMAN, MICHAEL",c-t-eid,4299739,"LEHMAN, MICHAEL",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8704,"ASSEMBLY DISTRICT 058",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",122,29586.60
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=102082&c-r-ot=H,c-t-id,102082,"DUFF, MARC C",c-t-eid,6588656,"DUFF, MARC C",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8744,"ASSEMBLY DISTRICT 098",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",130,29509.67
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=102156&c-r-ot=H,c-t-id,102156,"RICHARDS, JON",c-t-eid,2784562,"RICHARDS, JON",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8665,"ASSEMBLY DISTRICT 019",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",182,29471.48
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=102127&c-r-ot=H,c-t-id,102127,"OLSEN, LUTHER S",c-t-eid,13009555,"OLSEN, LUTHER S",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8687,"ASSEMBLY DISTRICT 041",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",111,29278.17
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=48619&c-r-ot=H,c-t-id,48619,"WEBER, ROGER L",c-t-eid,13009535,"WEBER, ROGER L",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8680,"ASSEMBLY DISTRICT 034",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",188,28111.00
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=48606&c-r-ot=H,c-t-id,48606,"JAZDZEWSKI, GINGER",c-t-eid,6449721,"JAZDZEWSKI, GINGER",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8682,"ASSEMBLY DISTRICT 036",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",109,27777.00
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=48629&c-r-ot=H,c-t-id,48629,"RABAS, CAL R",c-t-eid,13009568,"RABAS, CAL R",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8690,"ASSEMBLY DISTRICT 044",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",135,26435.00
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=102180&c-r-ot=H,c-t-id,102180,"LOEFFELHOLZ, GABE",c-t-eid,13009582,"LOEFFELHOLZ, GABE",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8695,"ASSEMBLY DISTRICT 049",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",97,25851.11
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=102162&c-r-ot=H,c-t-id,102162,"COLON, PEDRO ANGEL",c-t-eid,3001329,"COLON, PEDRO ANGEL",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8654,"ASSEMBLY DISTRICT 008",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",129,25684.53
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=102068&c-r-ot=H,c-t-id,102068,"BOYLE, FRANK",c-t-eid,2754150,"BOYLE, FRANK",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8719,"ASSEMBLY DISTRICT 073",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",39,25669.53
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=11652&c-r-ot=H,c-t-id,11652,"ANDRE, PETER J",c-t-eid,4327287,"ANDRE, PETER J",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8647,"ASSEMBLY DISTRICT 001",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",59,24995.00
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=48620&c-r-ot=H,c-t-id,48620,"VAN AKKEREN, TERRY",c-t-eid,13009509,"VAN AKKEREN, TERRY",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8672,"ASSEMBLY DISTRICT 026",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",135,24625.00
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=48626&c-r-ot=H,c-t-id,48626,"BUTLER, JEFF",c-t-eid,13009521,"BUTLER, JEFF",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8675,"ASSEMBLY DISTRICT 029",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",114,24153.00
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=102011&c-r-ot=H,c-t-id,102011,"HEBL, THOMAS LEE",c-t-eid,13009574,"HEBL, THOMAS LEE",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8692,"ASSEMBLY DISTRICT 046",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",39,23378.74
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=48614&c-r-ot=H,c-t-id,48614,"GERARD, KEVIN",c-t-eid,3363149,"GERARD, KEVIN",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8668,"ASSEMBLY DISTRICT 022",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",93,22991.00
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=48633&c-r-ot=H,c-t-id,48633,"GENTZ, VIRGIL",c-t-eid,13009622,"GENTZ, VIRGIL",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8712,"ASSEMBLY DISTRICT 066",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",86,21751.00
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=102077&c-r-ot=H,c-t-id,102077,"OWENS, CAROL",c-t-eid,3001352,"OWENS, CAROL",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8699,"ASSEMBLY DISTRICT 053",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",64,21432.55
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=102149&c-r-ot=H,c-t-id,102149,"POCAN, MARK",c-t-eid,17658558,"POCAN, MARK",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8724,"ASSEMBLY DISTRICT 078",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",58,21424.36
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=102063&c-r-ot=H,c-t-id,102063,"CULLEN, DAVID A",c-t-eid,13009487,"CULLEN, DAVID A",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8659,"ASSEMBLY DISTRICT 013",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",38,21397.16
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=102067&c-r-ot=H,c-t-id,102067,"OTT, ALVIN",c-t-eid,13009470,"OTT, ALVIN",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8649,"ASSEMBLY DISTRICT 003",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",43,21275.36
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=48639&c-r-ot=H,c-t-id,48639,"CONN, JEFF",c-t-eid,13009665,"CONN, JEFF",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8726,"ASSEMBLY DISTRICT 080",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",103,20912.00
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=102146&c-r-ot=H,c-t-id,102146,"LEHMAN, JOHN W",c-t-eid,2768640,"LEHMAN, JOHN W",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8708,"ASSEMBLY DISTRICT 062",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",32,20883.79
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=102142&c-r-ot=H,c-t-id,102142,"STEINBRINK, JOHN P",c-t-eid,13009621,"STEINBRINK, JOHN P",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8711,"ASSEMBLY DISTRICT 065",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",50,20795.94
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=102092&c-r-ot=H,c-t-id,102092,"AINSWORTH, JOHN H",c-t-eid,4439413,"AINSWORTH, JOHN H",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8652,"ASSEMBLY DISTRICT 006",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",57,19833.34
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=102159&c-r-ot=H,c-t-id,102159,"BERCEAU, TERESE",c-t-eid,2614584,"BERCEAU, TERESE",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8722,"ASSEMBLY DISTRICT 076",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",70,19524.57
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=102021&c-r-ot=H,c-t-id,102021,"WOOD, WAYNE W",c-t-eid,6397550,"WOOD, WAYNE W",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8690,"ASSEMBLY DISTRICT 044",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",49,19170.43
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=102033&c-r-ot=H,c-t-id,102033,"CARPENTER, TIMOTHY W",c-t-eid,2961948,"CARPENTER, TIMOTHY W",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8655,"ASSEMBLY DISTRICT 009",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",49,18583.62
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=11644&c-r-ot=H,c-t-id,11644,"STEVENS, PAT",c-t-eid,13009605,"STEVENS, PAT",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8702,"ASSEMBLY DISTRICT 056",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",37,18200.00
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=102027&c-r-ot=H,c-t-id,102027,"TRAVIS, DAVID M",c-t-eid,13009666,"TRAVIS, DAVID M",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8727,"ASSEMBLY DISTRICT 081",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",62,17715.66
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=102140&c-r-ot=H,c-t-id,102140,"STASKUNAS, TONY",c-t-eid,13009492,"STASKUNAS, TONY",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8661,"ASSEMBLY DISTRICT 015",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",62,14793.04
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=48636&c-r-ot=H,c-t-id,48636,"LODEN, CONNIE",c-t-eid,6653038,"LODEN, CONNIE",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8720,"ASSEMBLY DISTRICT 074",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",52,14577.00
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=48646&c-r-ot=H,c-t-id,48646,"DEHMLOW, BRAD",c-t-eid,13009686,"DEHMLOW, BRAD",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8733,"ASSEMBLY DISTRICT 087",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",48,14356.00
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=48631&c-r-ot=H,c-t-id,48631,"NASS, STEPHEN L",c-t-eid,2929947,"NASS, STEPHEN L",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8683,"ASSEMBLY DISTRICT 037",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",56,13403.00
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=48647&c-r-ot=H,c-t-id,48647,"HELENIUS, DARRYL M",c-t-eid,2928761,"HELENIUS, DARRYL M",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8719,"ASSEMBLY DISTRICT 073",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",57,13088.00
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=48652&c-r-ot=H,c-t-id,48652,"BRENHOLT, WAYNE",c-t-eid,6653093,"BRENHOLT, WAYNE",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8721,"ASSEMBLY DISTRICT 075",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",44,13044.00
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=102049&c-r-ot=H,c-t-id,102049,"GRONEMUS, BARBARA",c-t-eid,3892351,"GRONEMUS, BARBARA",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8737,"ASSEMBLY DISTRICT 091",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",40,12767.17
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=102080&c-r-ot=H,c-t-id,102080,"REYNOLDS, MARTY",c-t-eid,3559290,"REYNOLDS, MARTY",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8733,"ASSEMBLY DISTRICT 087",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",24,12514.85
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=48623&c-r-ot=H,c-t-id,48623,"RUSSELL, TIMOTHY D",c-t-eid,6652973,"RUSSELL, TIMOTHY D",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8727,"ASSEMBLY DISTRICT 081",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",49,12305.00
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=48624&c-r-ot=H,c-t-id,48624,"SISS, ARLENE",c-t-eid,2950500,"SISS, ARLENE",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8695,"ASSEMBLY DISTRICT 049",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",33,12182.00
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=48665&c-r-ot=H,c-t-id,48665,"SWEGER, WADE",c-t-eid,13009570,"SWEGER, WADE",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8691,"ASSEMBLY DISTRICT 045",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",40,11862.00
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=48662&c-r-ot=H,c-t-id,48662,"CAMERON, DUNCAN",c-t-eid,6449827,"CAMERON, DUNCAN",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8739,"ASSEMBLY DISTRICT 093",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",26,11853.00
dt=1&s=WI&y=2000&c-exi=1&c-r-ot=H&c-t-id=48634&c-r-ot=H,c-t-id,48634,"SERVAIS, JIM",c-t-eid,6449775,"SERVAIS, JIM",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2000,2000,c-r-t,1,Standard,c-r-osid,8742,"ASSEMBLY DISTRICT 096",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",54,11417.00
